national_id,location_no,location_name,lat,lon,elevation_m
다사52145872,북한 01-03,사모바위 200m 전,37.62674628333333,126.95773976666666,521.0
다사52645898,북한 01-04,승가봉,37.629058316666665,126.96326961666666,561.0
다사52925912,북한 01-05,문수봉 방향 500m,37.63037913611111,126.96650470833333,544.0
다사53245930,북한 01-06,청수동암문 하단 150m,37.63204872777778,126.97010115555555,591.0
다사53435933,북한 01-07,문수봉,37.63226388333334,126.97232144444445,715.0
다사52255785,북한 02-01,승가공원지킴터 상단 500m,37.61892658611111,126.95900575833333,268.0
다사52395834,북한 02-02,승가공원지킴터 상단 1100m,37.623313169444444,126.96045870833333,363.0
다사52215870,북한 02-03,승가사쉼터 상단 400m,37.62660648888889,126.95847404444444,484.0
다사52705790,북한 03-01,구기탐방지원센터 상단 500m,37.61943899166667,126.96405820833334,242.0
다사52885827,북한 03-02,구기삼거리 상단 200m,37.62273425833333,126.96605095,308.0
다사53175857,북한 03-03,구기삼거리 상단 700m,37.62538129166667,126.96935050833333,420.0
다사53415894,북한 03-04,문수사 갈림길 하단 100m,37.628840008333334,126.9720539,537.0
다사53615927,북한 03-05,대남문,37.63184119722222,126.97432534722222,656.0
다사53745927,북한 03-06,대성문 200m 전,37.63183003611111,126.975778,682.0
다사53755791,북한 04-01,평창공원지킴터 상단 300m,37.61947482222222,126.97594869444444,316.0
다사54525738,북한 05-01,구복암 상단 100m,37.614795675,126.98473629166666,301.0
다사54315771,북한 05-02,형제봉 하단 200m,37.617748561111114,126.982293975,429.0
다사54825737,북한 06-01,북악공원지킴터 상단 300m,37.61472968611111,126.98810196944444,196.0
다사54715768,북한 06-02,영불사,37.61750117222222,126.98685723333334,268.0
다사54885787,북한 07-01,신성천,37.61920631388889,126.98877577500001,245.0
다사54545798,북한 07-02,형제봉 하단 300m,37.620195547222224,126.98491771111111,372.0
다사54205816,북한 07-03,형제봉 상단 300m,37.62180316111111,126.98101408055555,403.0
다사54015858,북한 07-04,일선사삼거리 하단 200m,37.62562943333334,126.97889913333333,459.0
다사54955831,북한 08-01,청수천 상단 100m,37.62319133333333,126.98959337777778,188.0
다사54535859,북한 08-02,삼봉사,37.62567848055556,126.9847686388889,287.0
다사54235873,북한 08-03,영추사,37.62690061388889,126.98137450555556,406.0
다사54025885,북한 08-04,일선사삼거리 ,37.628044933333335,126.97898221111112,531.0
다사53855944,북한 08-05,대성문,37.63328820555556,126.97704573333334,615.0
다사54145957,북한 08-06,대성문-보국문 중간,37.634539652777775,126.98030514444444,605.0
다사55035844,북한 09-01,정릉탐방지원센터 상단 500m,37.62438316666667,126.99042390833334,194.0
다사54885890,북한 09-02,넓적바위,37.628457233333336,126.98870501388889,268.0
다사54585924,북한 09-03,넓적바위 상단 500m,37.63153858611111,126.98533801666667,354.0
다사54375973,북한 09-04,보국문,37.63597333055556,126.98285054722223,562.0
다사55445870,북한 10-01,내원사 하단 50m,37.62672429166667,126.99512636666667,290.0
다사54855924,북한 11-01,넓적바위 상단 300m,37.63157191944445,126.98834534444444,373.0
다사56185872,북한 12-01,빨래골공원지킴터 상단 400m,37.626927075,127.003507275,156.0
다사55855862,북한 12-02,칼바위공원지킴터 상단100m,37.626030561111115,126.999700925,289.0
다사55705883,북한 12-03,삼성암삼거리,37.62786226944444,126.99802212222222,345.0
다사55405904,북한 12-04,삼성암삼거리 상단 400m,37.62981295555556,126.99461645,409.0
다사55085933,북한 12-05,삼성암삼거리 상단 800m,37.632405008333336,126.99098906666667,467.0
다사54735959,북한 12-06,칼바위,37.634666966666664,126.98701240277778,569.0
다사54585999,북한 12-07,대동문 하단 200m,37.63825596111111,126.98526288888888,560.0
다사56195897,북한 13-01,화계사,37.629169447222225,127.00354399722222,168.0
다사55805911,북한 13-02,화계사 상단 200m,37.630388161111114,126.99912324722223,288.0
다사55825947,북한 14-01,조병옥박사묘 상단 100m,37.63364396111111,126.99938591666667,209.0
다사55636003,북한 15-01,아카데미탐방지원센터 상단 500m,37.638732302777775,126.99722219166667,187.0
다사55396003,북한 15-02,구천폭포 상단 150m,37.638690258333334,126.99440750277778,252.0
다사54956013,북한 15-03,구천폭포 상단 450m,37.639552433333336,126.98943423055556,380.0
다사55656044,북한 16-01,운가사 하단 200m,37.642421838888886,126.99727398055556,183.0
다사55556071,북한 16-02,운가사 상단 200m,37.64483785555556,126.99616128055555,275.0
다사55146054,북한 16-03,진달래능선 50m 전,37.64334961666667,126.99156408611111,393.0
다사55846087,북한 17-01,백련공원지킴터 상단 100m,37.64632582777778,126.99950923888889,149.0
다사55656125,북한 17-02,백련사 상단 300m,37.64974514166666,126.99729874444445,269.0
다사55306092,북한 17-03,진달래공원지킴터 상단 700m ,37.64672484444444,126.99342700555556,343.0
다사55076065,북한 17-04,대동문 하단 800m,37.644274205555554,126.990812425,402.0
다사54886040,북한 17-05,대동문 하단 300m,37.641950505555556,126.988587125,483.0
다사55956171,북한 18-01,진달래공원지킴터 상단 100m,37.65393888333333,127.0006662,249.0
다사55476140,북한 19-01,소귀천공원지킴터 상단 200m,37.651080316666665,126.99524526944444,228.0
다사55386124,북한 19-02,소귀천공원지킴터 상단 800m,37.649581552777775,126.99419792777778,262.0
다사54816041,북한 19-03,대동문 하단 500m,37.64213057777778,126.98778797222222,461.0
다사54696024,북한 19-04,대동문 하단 100m,37.64055969166667,126.98648808611111,532.0
다사54676164,북한 20-01,용암문공원지킴터 상단 200m,37.653228122222224,126.98618541111111,403.0
다사54446143,북한 20-02,용암문 하단 300m,37.65125204444444,126.98356534166666,522.0
다사54846258,북한 21-01,백운대탐방지원센터 400m,37.66169126111111,126.98797320833333,440.0
다사54576257,북한 21-02,인수대피소,37.66160843055555,126.98499404722223,460.0
다사54316221,북한 21-03,백운대피소,37.658282827777775,126.98196323611111,609.0
다사53996220,북한 21-04,백운대,37.658205727777776,126.97842927222223,783.0
다사53976170,북한 22-01,노적봉삼거리,37.653707177777775,126.97817951944445,658.0
다사54296138,북한 22-02,용암문 100m 전,37.650774319444444,126.981822425,579.0
다사54396107,북한 22-03,북한산대피소,37.64797670555556,126.98304363333334,564.0
다사54446052,북한 22-04,동장대 하단 100m,37.64308206111111,126.98364302777777,587.0
다사54576028,북한 22-05,대동문 하단 100m,37.64086426111111,126.985074075,546.0
다사52706391,북한 46-01,밤골공원지킴터 상단 500m,37.673465486111105,126.96369946944445,139.0
다사52796354,북한 46-02,밤골공원지킴터 상단 1000m,37.67023953611111,126.96468273055555,180.0
다사53186298,북한 46-03,밤골공원지킴터 상단 1500m,37.66523202222222,126.96915823333333,304.0
다사53596281,북한 46-04,밤골공원지킴터 상단 2000m,37.663708138888886,126.97385241666667,401.0
다사53846256,북한 46-05,호랑이굴하단,37.661421805555555,126.97672783333334,553.0
다사52416317,북한 47-01,청담골 상단 300m,37.666884330555554,126.96044535,166.0
다사52856280,북한 47-02,청담골 상단 800m,37.66351483611111,126.96542991361112,237.0
다사53026224,북한 47-03,북문,37.658532780555554,126.96742158611112,415.0
다사51796231,북한 48-01,시구문공원지킴터,37.6590385,126.9534420388889,106.0
다사52446235,북한 48-02,원효암,37.65944536944444,126.960876325,379.0
다사52776215,북한 48-03,원효봉,37.65765114444444,126.96456308611111,508.0
다사52056194,북한 49-01,북한산성탐방지원센터 상단 400m,37.65572339444444,126.95639016666667,120.0
다사52476168,북한 49-02,서문안,37.65340085277778,126.96120636111111,173.0
다사53106181,북한 50-01,등운각 상단 500m,37.654639213888885,126.96839851388889,310.0
다사53776203,북한 50-02,대동사 상단 200m,37.65660625833333,126.97588624166667,522.0
다사54026211,북한 50-03,위문 하단 100m,37.657404002777774,126.978743175,646.0
다사53056123,북한 51-01,등운각 상단 400m,37.649434075,126.9679137,241.0
다사53496110,북한 51-02,용학사 하단 100m,37.64825228055555,126.97286119166667,301.0
다사53856074,북한 51-03,태고사 우측,37.64505944444444,126.97699685555556,382.0
다사54066040,북한 51-04,행궁지 삼거리,37.64199318888889,126.97933620555555,425.0
다사54176004,북한 51-05,보국문 하단 400m,37.638744275,126.98057623055556,459.0
다사53825965,북한 51-06,대성암 삼거리,37.63524713611111,126.97659293611112,545.0
다사52566093,북한 52-01,국녕사,37.646653852777774,126.96229895833334,390.0
다사53136029,북한 53-01,부왕사지  500m,37.64088899722222,126.96882500555556,459.0
다사52685997,북한 53-02,부왕사지  1.4km,37.6379997,126.96372116944444,335.0
다사54296106,북한 54-01,중흥사지 상단 300m,37.64791865833333,126.98191788055556,529.0
다사53826017,북한 55-01,행궁지 상단 400m,37.63994823611111,126.97658385277778,522.0
다사53455971,북한 55-02,청수동암문 하단 300m,37.63568101944444,126.972501225,694.0
다사51846131,북한 56-01,용암사입구,37.65005229166667,126.95405586944445,213.0
다사52286118,북한 56-02,용암사입구 상단 400m,37.648928419444445,126.95909018611111,473.0
다사52446088,북한 56-03,가사당암문,37.646213591666665,126.96092605,447.0
다사52516064,북한 56-04,용출봉,37.64405493333333,126.96169910277779,552.0
다사52846044,북한 56-05,용혈봉,37.64226123611111,126.9654539,582.0
다사53006021,북한 56-06,부왕동 암문,37.64023243611111,126.96726360277778,518.0
다사53215964,북한 56-07,나한봉,37.63508504722222,126.96965847222222,657.0
다사51626125,북한 57-01,백화사공원지킴터 상단 400m,37.64949503611111,126.95160428055556,128.0
다사52136096,북한 57-02,백화사공원지킴터 상단 1000m,37.64692234166667,126.95736576111112,274.0
다사52406079,북한 57-03,가사당암문 하단 100m,37.64537893055555,126.96054313333333,406.0
다사51396051,북한 58-01,삼천사 하단 200m,37.64280478333333,126.94908676111112,98.0
다사52206004,북한 58-02,삼천사 상단 200m,37.63864705,126.95834724444445,232.0
다사52395997,북한 58-03,삼천사 상단 700m,37.63796055,126.96042763055556,262.0
다사52585946,북한 58-04,문수봉 하단 1400m,37.633443569444445,126.96261158611111,359.0
다사52845930,북한 58-05,문수봉 하단 1000m,37.63198542777778,126.96560779166667,436.0
다사53105923,북한 58-06,문수봉 하단 600m,37.63137727777778,126.96850811388889,536.0
다사51576011,북한 59-01,응봉,37.63915838611111,126.95106816944445,299.0
다사52165942,북한 59-02,응봉에서 응봉능선 1100m,37.632967372222225,126.95791005555556,459.0
다사52255897,북한 59-03,응봉에서 응봉능선 1600m,37.62900637777778,126.958897025,542.0
다사52245981,북한 60-01,사모바위 하단 900m,37.63664751666666,126.95865955555556,283.0
다사52345938,북한 60-02,사모바위 하단 500m,37.63274324722222,126.95985038055557,386.0
다사52355893,북한 60-03,사모바위 하단 100m,37.62863127222222,126.96004966111111,523.0
다사51405985,북한 61-01,진관사 상단 300m,37.63689735,126.94924328611111,142.0
다사51775928,북한 61-02,진관사 상단 1000m,37.63179434166667,126.95339598888889,241.0
다사51865887,북한 61-03,비봉 하단 500m,37.628078683333335,126.95445283611112,399.0
다사51855861,북한 61-04,비봉 하단 200m (비봉사거리),37.625733975,126.95437786111111,496.0
다사51135948,북한 62-01,진관공원지킴터 상단 1000m,37.63354212777778,126.94618435277778,161.0
다사51155891,북한 62-02,진관공원지킴터 상단 1600m,37.62836848,126.9463527,317.0
다사51155877,북한 62-03,진관공원지킴터 상단 1800m (기자사거리),37.62709575277778,126.94648188055555,382.0
다사50775880,북한 63-01,선림공원지킴터 상단 400m,37.62741679444444,126.94218924722223,219.0
다사50975857,북한 63-02,선림공원지킴터 상단 900m,37.62527652222222,126.94435055000001,296.0
다사50595826,북한 64-01,불광공원지킴터 상단 200m,37.62253889722222,126.94015131388889,153.0
다사50985837,북한 64-02,불광공원지킴터 상단 600m,37.62353953888889,126.94463697222223,246.0
다사50515797,북한 65-01,정진공원지킴터 상단 500m,37.61987146388889,126.93932267777778,221.0
다사50765775,북한 65-02,족두리봉 하단,37.61792648611111,126.94206969444444,323.0
다사50985795,북한 65-03,족두리봉에서 향로봉방향 300m,37.61969046666667,126.94461415,333.0
다사51475825,북한 65-04,향로봉 초소,37.622484183333334,126.95005668333333,413.0
다사51335740,북한 66-01,구기터널공원지킴터 상단 600m,37.61478315277778,126.94859606111112,143.0
다사51335773,북한 66-02,구기터널공원지킴터 상단 1000m,37.61783565,126.94864746111112,192.0
다사51285821,북한 66-03,탕춘대공원지킴터 상단 400m (향로오거리),37.62213896666667,126.94796630555555,322.0
다사51615722,북한 67-01,탕춘대탐방로 입구 상단 0.9km,37.61316996,126.95175223,220.0
다사51495769,북한 67-02,탕춘대탐방로 입구 상단 1.3km,37.61737757,126.95040954,252.0
다사51605810,북한 67-03,탕춘대탐방로 입구 상단 1.8km,37.6211404,126.95161427,306.0
다사52716396,북한 68-01,사기막공원지킴터 상단 1000m,37.674021624999995,126.96383656111111,157.0
다사52936355,북한 68-02,사기막공원지킴터 상단 1500m,37.67031913611111,126.96633757777778,247.0
다사53216330,북한 68-03,사기막공원지킴터 상단 2000m,37.668134466666665,126.96951330833333,348.0
다사53536305,북한 68-04,사기막공원지킴터 상단 2500m,37.66578648611111,126.97316072777778,482.0
다사53786278,북한 68-05,사기막공원지킴터 상단 3000m,37.66342051944444,126.97598903333333,574.0
다사55966366,북한 69-01,용덕사 일원,37.6714228,127.0006839,211.0
다사55506361,북한 69-02,용덕사 상단 500m,37.6709453,126.9954133,388.0
다사55336332,북한 69-03,육모정고개쉼터 상단300m,37.6683977,126.9935641,488.0
다사55056285,북한 69-04,육모정고개쉼터 상단800m,37.6640719,126.9904487,554.0
